;7.5.;14.5.;21.5.;27.5.;4.6.;5.6.;11.6.;24.6.;2.7.;16.7.;23.7.;13.8.;19.8.;20.8.;26.8.;27.8.;2.9.;3.9.;17.9.;24.9.
A Little Bit of Jazz;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Amelie (Rework);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tenerife Sea (Verena & Adrian Edit);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Conga (12'' Version) [Salsa 61 TPM];0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Titanium;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bella Ciao (HUGEL Remix Extended);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Losing It (Extended);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
Low (Album Version);0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1
They Don't Care About Us;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Tubthumping;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Sk8er Boi;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
All The Small Things (Album Version);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Diamonds (Album Version);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Everybody Needs Somebody to Love (live);0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Insomnia (Radio Edit);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Wenn du tanzt;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Bologna;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Wonderwall;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Dancehall Caballeros;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Get Ur Freak On (LP Version);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Mr. Loverman;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Break Ya Neck (Album Version);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kids (2 Finger an den Kopf);0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Stadtaffe;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Havana (feat. Young Thug);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Me Enamoré;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Rockabye (feat. Sean Paul & Anne-Marie);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tuesday (feat. Danelle Sandoval);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Big In Japan;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Greatest Show;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
My Collie (Not A Dog);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
My Girl;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Crazy Little Thing Called Love;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Get Up Stand Up [The Reflex Instrumental] [BONUS TRACK];0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Come Fly With Me;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Have I Told You Lately That I Love You;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Beautiful;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Crazy Love;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nevertheless (I'm in Love with You);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Love On The Brain [Wiener Walzer 57 TPM];0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
FourFiveSeconds;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
You Gotta Be;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Travolta Fever (LUXXURY Edit);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Ain't No Mountain High Enough (DFP Re-Edit);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Schlag den Raab Soundtrack;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Die Bären sind los;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Speedy Gonzales (Die schnellste Maus von Mexico) (Titelmelodie);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Every 1's a Winner;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Call Me Maybe;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Good Feeling;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
That's the Way Love Goes;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
That's What Friends Are For;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Love Ballad (Joey Negro Jazzy Reprise);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
From Now On;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) (Strip To The Bone Edit);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
"Show Me Love (Original 12"" Version)";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Cold Heart (PNAU Remix);0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0
Clap Your Hands;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Giant (Original Mix);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
All That She Wants;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
You Can't Hurry Love (Single Version / Mono);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Tequila (Gardener Of Delight Remix);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Summer of '69;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
Altes Fieber;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Get the Party Started;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1
Around the World (La la la la La);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0
Mr. Vain (Vain Mix);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Willst du;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Hey Ya! (Originally By Outkast);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Somebody To Love;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2Shy;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
The Boy from Ipanema;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Time Waits For No One;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Riding On a Fantasy;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
I Believe In A Thing Called Love (Originally By The Darkness);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Stronger (originally by Kanye West);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
(You Make Me Feel Like) A Natural Woman (live);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Days I Will Remember;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Sure Thing (Osunlade Yoruba Soul Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Pieces of Ipanema (Original LP Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Air Batucada;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
Somethin' Stupid [Rumba 26 TPM];0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
A Fifth of Beethoven (Based on Beethoven's Fifth Symphony);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Candela [Salsa 51 TPM];0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
The Peanut Vendor [Salsa 29 TPM];0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Got To Love Somebody (Dimitri From Paris Instrumental);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Unikat (aus ""Sing meinen Song, Vol. 9"")";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
I Gotta Feeling (Edit);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Can't Get You out of My Head (Peggy Gou’s Midnight Remix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0
Don't Stop The Music (Album Version);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
So What;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Tik Tok;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
SexyBack (Main Version - Explicit);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Unterwegs;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Roller;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Animals (Original Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1
Rock This Party (Everybody Dance Now);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Hotstepper Remix (Temperature Riddim);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Zucker (feat. Vanessa Mason);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Pump It;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Hey Ya! (Radio Mix/Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Get Down (You're The One For Me) (LP Edit No Rap);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Tearin' Up My Heart;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Nie mehr Fastelovend (Balladen Version);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Breaking Free (High School Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Skibidi (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Blah Blah Blah;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
Eiskalt;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Boys;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Walking in Memphis;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Lover's Rock;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Blue Monday;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
I Will Be Your Friend;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Get It Up for Love;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Corazon Espinado;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Love Cats;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Put Your Records On;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
The Day We Met;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
You Are the Sunshine of My Life;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
Angels;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Sweet Dreams (feat. Daniela Maia);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Sieben Milliarden;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Alane (Club Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hot2Touch;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Cake By The Ocean;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"Rhythm Is a Dancer (Original 12"" Version w/o Rap)";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
I will send it to …;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Where Are You Now;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Sugar;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Are You With Me (Extended Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
Cold in California (Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Papillon;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Karuzela Mego Życia;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Dziewczyna z Facebook'a;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P.Y.T. [The Reflex Revision] REMASTER 2016;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Higher Ground [The Reflex Revision] 2016 UPDATE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Big Love (Mighty Mouse Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Mambo;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Bohemian Like You;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Come as You Are;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Just a Friend of Mine;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Running Up That Hill (A Deal With God);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"If I Could Turn Back Time (7"" Version)";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
For The Girl Who Has Everything;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Back for Good (Radio Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Show Me The Meaning Of Being Lonely;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Love Is All Around;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Valerie (Original);0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Show Me How You Burlesque;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Nah Neh Nah;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Power;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
I've Been Thinking About You;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Knowing Me, Knowing You;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
I'm In the Mood for Dancing (Album Version);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Ain't Nobody;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Finesse (feat. Cardi B) (Dirty Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Use Somebody;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Valerie;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Weeping Song;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Enola Gay;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
See You;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hymn;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Don't Shut Me Down;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Easy To Love;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
I'm Not in Love Anymore (LNTG);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Slippery People (2005 Remastered LP Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
City Lights;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
High Noon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Under My Sensi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Get a Life;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Darlin';0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Maria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
So Com Voce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Voices Inside My Head;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Open Up the Red Box;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Keep Moving (Dave Lee Jungle Boogie Mix).;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fairground (Extended Single Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Alane (Radio Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Move;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Stop This Flame;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
Me, Myself & I (feat. Bryn Christopher);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cola (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lady (Hear Me Tonight) (Modjo's Dyrt Remix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Music Sounds Better With You (12'' Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
About Damn Time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
edamame (feat. Rich Brian);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)[Radio Edit];0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Die Leude;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
The Real Slim Shady (Album Version (Explicit));0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Got Your Money (feat. Kelis);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Disko Partizani;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Black Betty;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
You Oughta Know;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Entre Dos Tierras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dancing with Myself;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Last Resort (Album Version (Ex));0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Oh Happy Day;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
190812 Hey Jude vs Angels (Paul van Groove Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Love Is In The Air;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
Hang On (Get Down Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Happiness;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
I Wish [The Reflex Revision] 2016 UPDATE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rock With You [The Reflex Revision];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
Beachball (Andry meets Schalli @ Monkey`s Island Remix) - Nalin & Kane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Imagine (Living As One);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
I've Got You Under My Skin [Slow Fox 29 TPM|;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Lowdown (greg wilson edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
7 Days;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Every Breath You Take;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
To Love Somebody;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Caravan of Love;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Vision of Love;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
All My Life;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
A Walk in the Park;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Born to Be Alive (12"" Mix)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
The Rhythm Of The Night;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Destination Calabria (Club Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
It's My Life (Radio Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
In My Mind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Sun Goes Down (Extended Vocal Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Push The Feeling On;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Ain't Nobody (Loves Me Better) (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Ride It (Extended Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Where My Girls At;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Hamma! (Single Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Hypnotize (Explicit Album Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
I'm Gonna Be (500 Miles) [2011 Remaster Version];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Dear Future Husband [Jive 40 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Sie Liebt Dich (She Loves You);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Treasure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Sky and Sand (Radio Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
All Night Long [The Reflex Revision];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Sweet Dreams (Acoustic Version);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Good People;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Stairway to Heaven (Nigel Lowis Remix Classic Instrumental);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Forever & Ever;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
The Sweetest Taboo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
I'm In Love (Radio Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Love Song für Inge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sway;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Cruisen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Double Dutch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Go Gentle [Foxtrott 31 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Can't Stop Loving You;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Get It On ... Tonite (Radio Edit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Truly Madly Deeply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
We Can Leave the World;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"True (12"" Mix)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Eternal Flame [Rumba 20 TPM];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
I Have Nothing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Words;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Let Her Go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
You'll Be In My Heart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bicycle Race;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Ride on the Rhythm (John Morales Instrumental);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"Breaking Free (From ""High School Musical"" - Soundtrack Version)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Yakety Sax (Theme from The Benny Hill Show);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
The Winner Takes It All;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Escape (The Pina Colada Song);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Rise (Randy Badazz Raw Funk Mix);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Hoomba-Hoomba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Josephine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
